2020-06-15 00:52:30.062 [SpringContextShutdownHook] INFO  o.s.orm.jpa.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
2020-06-15 11:56:08.182 [main] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2020-06-15 11:56:08.396 [task-1] INFO  com.alibaba.druid.pool.DruidDataSource - {dataSource-1} inited
2020-06-15 11:56:08.548 [task-1] INFO  org.hibernate.dialect.Dialect - HHH000400: Using dialect: org.hibernate.dialect.MySQL55Dialect
2020-06-15 11:56:09.274 [task-1] INFO  o.h.e.t.jta.platform.internal.JtaPlatformInitiator - HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
2020-06-15 11:56:09.281 [task-1] INFO  o.s.orm.jpa.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
2020-06-15 11:56:09.967 [main] INFO  o.s.b.a.web.servlet.WelcomePageHandlerMapping - Adding welcome page template: index
2020-06-15 11:56:10.801 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8081"]
2020-06-15 11:56:10.824 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 8081 (http) with context path ''
2020-06-15 11:56:10.826 [main] INFO  o.s.d.r.c.DeferredRepositoryInitializationListener - Triggering deferred initialization of Spring Data repositories…
2020-06-15 11:56:11.300 [main] INFO  o.s.d.r.c.DeferredRepositoryInitializationListener - Spring Data repositories initialized!
2020-06-15 11:56:11.309 [main] INFO  com.ucas.paper.PaperApplication - Started PaperApplication in 6.832 seconds (JVM running for 7.217)
2020-06-15 11:56:12.586 [http-nio-8081-exec-1] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2020-06-15 11:56:12.586 [http-nio-8081-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2020-06-15 11:56:12.601 [http-nio-8081-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Completed initialization in 15 ms
2020-06-15 11:56:21.959 [http-nio-8081-exec-1] INFO  c.u.p.controller.admin.AdminSpecialistController - 
2020-06-15 11:56:26.227 [http-nio-8081-exec-3] INFO  c.u.p.controller.admin.AdminSpecialistController - login2.png
2020-06-15 11:56:26.228 [http-nio-8081-exec-3] INFO  c.u.p.controller.admin.AdminSpecialistController - FILE1592193386228.png
2020-06-15 11:56:38.317 [http-nio-8081-exec-9] INFO  com.ucas.paper.aspect.LogAspect - Request : {url='http://127.0.0.1:8081/', ip='127.0.0.1', classMethod='com.ucas.paper.controller.IndexController.index', args=[{}]}
2020-06-15 11:56:38.389 [http-nio-8081-exec-9] INFO  com.ucas.paper.aspect.LogAspect - -------------doAfter---------------
2020-06-15 11:56:38.389 [http-nio-8081-exec-9] INFO  com.ucas.paper.aspect.LogAspect - Result:index
2020-06-15 11:57:38.892 [http-nio-8081-exec-3] INFO  com.ucas.paper.aspect.LogAspect - Request : {url='http://127.0.0.1:8081/', ip='127.0.0.1', classMethod='com.ucas.paper.controller.IndexController.index', args=[{}]}
2020-06-15 11:57:38.913 [http-nio-8081-exec-3] INFO  com.ucas.paper.aspect.LogAspect - -------------doAfter---------------
2020-06-15 11:57:38.913 [http-nio-8081-exec-3] INFO  com.ucas.paper.aspect.LogAspect - Result:index
2020-06-15 11:58:30.296 [http-nio-8081-exec-6] INFO  com.ucas.paper.aspect.LogAspect - Request : {url='http://127.0.0.1:8081/', ip='127.0.0.1', classMethod='com.ucas.paper.controller.IndexController.index', args=[{}]}
2020-06-15 11:58:30.303 [http-nio-8081-exec-6] INFO  com.ucas.paper.aspect.LogAspect - -------------doAfter---------------
2020-06-15 11:58:30.303 [http-nio-8081-exec-6] INFO  com.ucas.paper.aspect.LogAspect - Result:index
2020-06-15 11:59:00.919 [http-nio-8081-exec-9] INFO  com.ucas.paper.aspect.LogAspect - Request : {url='http://127.0.0.1:8081/', ip='127.0.0.1', classMethod='com.ucas.paper.controller.IndexController.index', args=[{}]}
2020-06-15 11:59:00.928 [http-nio-8081-exec-9] INFO  com.ucas.paper.aspect.LogAspect - -------------doAfter---------------
2020-06-15 11:59:00.928 [http-nio-8081-exec-9] INFO  com.ucas.paper.aspect.LogAspect - Result:index
2020-06-15 11:59:13.365 [http-nio-8081-exec-2] INFO  com.ucas.paper.aspect.LogAspect - Request : {url='http://127.0.0.1:8081/', ip='127.0.0.1', classMethod='com.ucas.paper.controller.IndexController.index', args=[{}]}
2020-06-15 11:59:13.379 [http-nio-8081-exec-2] INFO  com.ucas.paper.aspect.LogAspect - -------------doAfter---------------
2020-06-15 11:59:13.379 [http-nio-8081-exec-2] INFO  com.ucas.paper.aspect.LogAspect - Result:index
2020-06-15 11:59:20.154 [http-nio-8081-exec-3] INFO  com.ucas.paper.aspect.LogAspect - Request : {url='http://127.0.0.1:8081/', ip='127.0.0.1', classMethod='com.ucas.paper.controller.IndexController.index', args=[{}]}
2020-06-15 11:59:20.163 [http-nio-8081-exec-3] INFO  com.ucas.paper.aspect.LogAspect - -------------doAfter---------------
2020-06-15 11:59:20.163 [http-nio-8081-exec-3] INFO  com.ucas.paper.aspect.LogAspect - Result:index
2020-06-15 12:00:26.708 [http-nio-8081-exec-7] INFO  com.ucas.paper.aspect.LogAspect - Request : {url='http://127.0.0.1:8081/', ip='127.0.0.1', classMethod='com.ucas.paper.controller.IndexController.index', args=[{}]}
2020-06-15 12:00:26.718 [http-nio-8081-exec-7] INFO  com.ucas.paper.aspect.LogAspect - -------------doAfter---------------
2020-06-15 12:00:26.718 [http-nio-8081-exec-7] INFO  com.ucas.paper.aspect.LogAspect - Result:index
2020-06-15 12:00:47.737 [http-nio-8081-exec-10] INFO  com.ucas.paper.aspect.LogAspect - Request : {url='http://127.0.0.1:8081/', ip='127.0.0.1', classMethod='com.ucas.paper.controller.IndexController.index', args=[{}]}
2020-06-15 12:00:47.750 [http-nio-8081-exec-10] INFO  com.ucas.paper.aspect.LogAspect - -------------doAfter---------------
2020-06-15 12:00:47.751 [http-nio-8081-exec-10] INFO  com.ucas.paper.aspect.LogAspect - Result:index
2020-06-15 12:01:06.548 [http-nio-8081-exec-1] INFO  com.ucas.paper.aspect.LogAspect - Request : {url='http://127.0.0.1:8081/', ip='127.0.0.1', classMethod='com.ucas.paper.controller.IndexController.index', args=[{}]}
2020-06-15 12:01:06.560 [http-nio-8081-exec-1] INFO  com.ucas.paper.aspect.LogAspect - -------------doAfter---------------
2020-06-15 12:01:06.560 [http-nio-8081-exec-1] INFO  com.ucas.paper.aspect.LogAspect - Result:index
2020-06-15 12:01:40.219 [http-nio-8081-exec-4] INFO  com.ucas.paper.aspect.LogAspect - Request : {url='http://127.0.0.1:8081/', ip='127.0.0.1', classMethod='com.ucas.paper.controller.IndexController.index', args=[{}]}
2020-06-15 12:01:40.226 [http-nio-8081-exec-4] INFO  com.ucas.paper.aspect.LogAspect - -------------doAfter---------------
2020-06-15 12:01:40.226 [http-nio-8081-exec-4] INFO  com.ucas.paper.aspect.LogAspect - Result:index
2020-06-15 12:51:23.992 [SpringContextShutdownHook] INFO  o.s.orm.jpa.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
2020-06-15 12:51:23.994 [SpringContextShutdownHook] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Shutting down ExecutorService 'applicationTaskExecutor'
2020-06-15 12:51:23.994 [SpringContextShutdownHook] INFO  com.alibaba.druid.pool.DruidDataSource - {dataSource-1} closing ...
2020-06-15 12:51:23.996 [SpringContextShutdownHook] INFO  com.alibaba.druid.pool.DruidDataSource - {dataSource-1} closed
2020-06-15 12:51:30.370 [main] INFO  com.ucas.paper.PaperApplication - Starting PaperApplication on bruce-ubuntu with PID 30216 (/home/bruce/Desktop/paper/target/classes started by bruce in /home/bruce/Desktop/paper)
2020-06-15 12:51:30.372 [main] DEBUG com.ucas.paper.PaperApplication - Running with Spring Boot v2.3.0.RELEASE, Spring v5.2.6.RELEASE
2020-06-15 12:51:30.373 [main] INFO  com.ucas.paper.PaperApplication - The following profiles are active: dev
2020-06-15 12:51:31.557 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
2020-06-15 12:51:31.559 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFERRED mode.
2020-06-15 12:51:31.759 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 188ms. Found 5 JPA repository interfaces.
2020-06-15 12:51:31.778 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
2020-06-15 12:51:31.779 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2020-06-15 12:51:31.797 [main] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport - Spring Data Redis - Could not safely identify store assignment for repository candidate interface com.ucas.paper.dao.JournalRespository. If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository.
2020-06-15 12:51:31.798 [main] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport - Spring Data Redis - Could not safely identify store assignment for repository candidate interface com.ucas.paper.dao.NewsRespository. If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository.
2020-06-15 12:51:31.798 [main] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport - Spring Data Redis - Could not safely identify store assignment for repository candidate interface com.ucas.paper.dao.SpecialistResponsitory. If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository.
2020-06-15 12:51:31.799 [main] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport - Spring Data Redis - Could not safely identify store assignment for repository candidate interface com.ucas.paper.dao.TypeRespository. If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository.
2020-06-15 12:51:31.800 [main] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport - Spring Data Redis - Could not safely identify store assignment for repository candidate interface com.ucas.paper.dao.UserRespository. If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository.
2020-06-15 12:51:31.800 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 13ms. Found 0 Redis repository interfaces.
2020-06-15 12:51:32.999 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8081 (http)
2020-06-15 12:51:33.012 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8081"]
2020-06-15 12:51:33.013 [main] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2020-06-15 12:51:33.014 [main] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.35]
2020-06-15 12:51:33.110 [main] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2020-06-15 12:51:33.110 [main] INFO  org.springframework.web.context.ContextLoader - Root WebApplicationContext: initialization completed in 2634 ms
2020-06-15 12:51:33.646 [main] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
2020-06-15 12:51:33.711 [task-1] INFO  org.hibernate.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
2020-06-15 12:51:33.789 [task-1] INFO  org.hibernate.Version - HHH000412: Hibernate ORM core version 5.4.15.Final
2020-06-15 12:51:33.948 [main] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2020-06-15 12:51:33.991 [task-1] INFO  org.hibernate.annotations.common.Version - HCANN000001: Hibernate Commons Annotations {5.1.0.Final}
2020-06-15 12:51:34.274 [task-1] INFO  com.alibaba.druid.pool.DruidDataSource - {dataSource-1} inited
2020-06-15 12:51:34.491 [task-1] INFO  org.hibernate.dialect.Dialect - HHH000400: Using dialect: org.hibernate.dialect.MySQL55Dialect
2020-06-15 12:51:35.548 [task-1] INFO  o.h.e.t.jta.platform.internal.JtaPlatformInitiator - HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
2020-06-15 12:51:35.555 [task-1] INFO  o.s.orm.jpa.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
2020-06-15 12:51:36.288 [main] INFO  o.s.b.a.web.servlet.WelcomePageHandlerMapping - Adding welcome page template: index
2020-06-15 12:51:37.160 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8081"]
2020-06-15 12:51:37.183 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 8081 (http) with context path ''
2020-06-15 12:51:37.185 [main] INFO  o.s.d.r.c.DeferredRepositoryInitializationListener - Triggering deferred initialization of Spring Data repositories…
2020-06-15 12:51:37.792 [main] INFO  o.s.d.r.c.DeferredRepositoryInitializationListener - Spring Data repositories initialized!
2020-06-15 12:51:37.802 [main] INFO  com.ucas.paper.PaperApplication - Started PaperApplication in 8.06 seconds (JVM running for 8.491)
2020-06-15 12:51:51.034 [http-nio-8081-exec-1] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2020-06-15 12:51:51.034 [http-nio-8081-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2020-06-15 12:51:51.049 [http-nio-8081-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Completed initialization in 15 ms
2020-06-15 12:51:51.093 [http-nio-8081-exec-1] INFO  com.ucas.paper.aspect.LogAspect - Request : {url='http://127.0.0.1:8081/', ip='127.0.0.1', classMethod='com.ucas.paper.controller.IndexController.index', args=[{}]}
2020-06-15 12:51:51.229 [http-nio-8081-exec-1] INFO  com.ucas.paper.aspect.LogAspect - -------------doAfter---------------
2020-06-15 12:51:51.230 [http-nio-8081-exec-1] INFO  com.ucas.paper.aspect.LogAspect - Result:index
2020-06-15 12:51:54.454 [http-nio-8081-exec-4] INFO  com.ucas.paper.aspect.LogAspect - Request : {url='http://127.0.0.1:8081/journals', ip='127.0.0.1', classMethod='com.ucas.paper.controller.JournalController.journaLlist', args=[Page request [number: 0, size 20, sort: id: DESC], {}]}
2020-06-15 12:51:54.522 [http-nio-8081-exec-4] INFO  com.ucas.paper.aspect.LogAspect - -------------doAfter---------------
2020-06-15 12:51:54.522 [http-nio-8081-exec-4] INFO  com.ucas.paper.aspect.LogAspect - Result:journal/list
2020-06-15 12:51:56.504 [http-nio-8081-exec-5] INFO  com.ucas.paper.aspect.LogAspect - Request : {url='http://127.0.0.1:8081/', ip='127.0.0.1', classMethod='com.ucas.paper.controller.IndexController.index', args=[{}]}
2020-06-15 12:51:56.518 [http-nio-8081-exec-5] INFO  com.ucas.paper.aspect.LogAspect - -------------doAfter---------------
2020-06-15 12:51:56.518 [http-nio-8081-exec-5] INFO  com.ucas.paper.aspect.LogAspect - Result:index
2020-06-15 12:51:58.027 [http-nio-8081-exec-6] INFO  com.ucas.paper.aspect.LogAspect - Request : {url='http://127.0.0.1:8081/download', ip='127.0.0.1', classMethod='com.ucas.paper.controller.IndexController.downLoad', args=[com.alibaba.druid.support.http.WebStatFilter$StatHttpServletResponseWrapper@5bd5d1e1]}
2020-06-15 12:51:58.488 [http-nio-8081-exec-6] INFO  com.ucas.paper.aspect.LogAspect - -------------doAfter---------------
2020-06-15 12:51:58.488 [http-nio-8081-exec-6] INFO  com.ucas.paper.aspect.LogAspect - Result:null
2020-06-15 13:45:55.752 [SpringContextShutdownHook] INFO  o.s.orm.jpa.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
2020-06-15 13:45:55.754 [SpringContextShutdownHook] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Shutting down ExecutorService 'applicationTaskExecutor'
2020-06-15 13:45:55.754 [SpringContextShutdownHook] INFO  com.alibaba.druid.pool.DruidDataSource - {dataSource-1} closing ...
2020-06-15 13:45:55.764 [SpringContextShutdownHook] INFO  com.alibaba.druid.pool.DruidDataSource - {dataSource-1} closed
2020-06-15 13:45:59.075 [main] INFO  com.ucas.paper.PaperApplication - Starting PaperApplication on bruce-ubuntu with PID 12876 (/home/bruce/Desktop/paper/target/classes started by bruce in /home/bruce/Desktop/paper)
2020-06-15 13:45:59.077 [main] DEBUG com.ucas.paper.PaperApplication - Running with Spring Boot v2.3.0.RELEASE, Spring v5.2.6.RELEASE
2020-06-15 13:45:59.078 [main] INFO  com.ucas.paper.PaperApplication - The following profiles are active: dev
2020-06-15 13:45:59.929 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
2020-06-15 13:45:59.932 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFERRED mode.
2020-06-15 13:46:00.141 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 199ms. Found 5 JPA repository interfaces.
2020-06-15 13:46:00.162 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
2020-06-15 13:46:00.164 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2020-06-15 13:46:00.182 [main] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport - Spring Data Redis - Could not safely identify store assignment for repository candidate interface com.ucas.paper.dao.JournalRespository. If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository.
2020-06-15 13:46:00.183 [main] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport - Spring Data Redis - Could not safely identify store assignment for repository candidate interface com.ucas.paper.dao.NewsRespository. If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository.
2020-06-15 13:46:00.184 [main] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport - Spring Data Redis - Could not safely identify store assignment for repository candidate interface com.ucas.paper.dao.SpecialistResponsitory. If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository.
2020-06-15 13:46:00.185 [main] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport - Spring Data Redis - Could not safely identify store assignment for repository candidate interface com.ucas.paper.dao.TypeRespository. If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository.
2020-06-15 13:46:00.186 [main] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport - Spring Data Redis - Could not safely identify store assignment for repository candidate interface com.ucas.paper.dao.UserRespository. If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository.
2020-06-15 13:46:00.186 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 12ms. Found 0 Redis repository interfaces.
2020-06-15 13:46:01.082 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8081 (http)
2020-06-15 13:46:01.093 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8081"]
2020-06-15 13:46:01.094 [main] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2020-06-15 13:46:01.094 [main] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.35]
2020-06-15 13:46:01.176 [main] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2020-06-15 13:46:01.176 [main] INFO  org.springframework.web.context.ContextLoader - Root WebApplicationContext: initialization completed in 2009 ms
2020-06-15 13:46:01.540 [main] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
2020-06-15 13:46:01.610 [task-1] INFO  org.hibernate.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
2020-06-15 13:46:01.683 [task-1] INFO  org.hibernate.Version - HHH000412: Hibernate ORM core version 5.4.15.Final
2020-06-15 13:46:01.832 [main] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2020-06-15 13:46:01.900 [task-1] INFO  org.hibernate.annotations.common.Version - HCANN000001: Hibernate Commons Annotations {5.1.0.Final}
2020-06-15 13:46:02.190 [task-1] INFO  com.alibaba.druid.pool.DruidDataSource - {dataSource-1} inited
2020-06-15 13:46:02.359 [task-1] INFO  org.hibernate.dialect.Dialect - HHH000400: Using dialect: org.hibernate.dialect.MySQL55Dialect
2020-06-15 13:46:03.223 [task-1] INFO  o.h.e.t.jta.platform.internal.JtaPlatformInitiator - HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
2020-06-15 13:46:03.229 [task-1] INFO  o.s.orm.jpa.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
2020-06-15 13:46:03.737 [main] INFO  o.s.b.a.web.servlet.WelcomePageHandlerMapping - Adding welcome page template: index
2020-06-15 13:46:04.439 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8081"]
2020-06-15 13:46:04.459 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 8081 (http) with context path ''
2020-06-15 13:46:04.460 [main] INFO  o.s.d.r.c.DeferredRepositoryInitializationListener - Triggering deferred initialization of Spring Data repositories…
2020-06-15 13:46:04.915 [main] INFO  o.s.d.r.c.DeferredRepositoryInitializationListener - Spring Data repositories initialized!
2020-06-15 13:46:04.923 [main] INFO  com.ucas.paper.PaperApplication - Started PaperApplication in 6.413 seconds (JVM running for 6.797)
2020-06-15 13:46:10.719 [http-nio-8081-exec-1] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2020-06-15 13:46:10.719 [http-nio-8081-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2020-06-15 13:46:10.733 [http-nio-8081-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Completed initialization in 14 ms
2020-06-15 13:46:16.426 [http-nio-8081-exec-8] ERROR org.thymeleaf.TemplateEngine - [THYMELEAF][http-nio-8081-exec-8] Exception processing template "admin/dashboard": An error happened during template parsing (template: "class path resource [templates/admin/dashboard.html]")
org.thymeleaf.exceptions.TemplateInputException: An error happened during template parsing (template: "class path resource [templates/admin/dashboard.html]")
	at org.thymeleaf.templateparser.markup.AbstractMarkupTemplateParser.parse(AbstractMarkupTemplateParser.java:241)
	at org.thymeleaf.templateparser.markup.AbstractMarkupTemplateParser.parseStandalone(AbstractMarkupTemplateParser.java:100)
	at org.thymeleaf.engine.TemplateManager.parseAndProcess(TemplateManager.java:666)
	at org.thymeleaf.TemplateEngine.process(TemplateEngine.java:1098)
	at org.thymeleaf.TemplateEngine.process(TemplateEngine.java:1072)
	at org.thymeleaf.spring5.view.ThymeleafView.renderFragment(ThymeleafView.java:362)
	at org.thymeleaf.spring5.view.ThymeleafView.render(ThymeleafView.java:189)
	at org.springframework.web.servlet.DispatcherServlet.render(DispatcherServlet.java:1373)
	at org.springframework.web.servlet.DispatcherServlet.processDispatchResult(DispatcherServlet.java:1118)
	at org.springframework.web.servlet.DispatcherServlet.doDispatch(DispatcherServlet.java:1057)
	at org.springframework.web.servlet.DispatcherServlet.doService(DispatcherServlet.java:943)
	at org.springframework.web.servlet.FrameworkServlet.processRequest(FrameworkServlet.java:1006)
	at org.springframework.web.servlet.FrameworkServlet.doGet(FrameworkServlet.java:898)
	at javax.servlet.http.HttpServlet.service(HttpServlet.java:634)
	at org.springframework.web.servlet.FrameworkServlet.service(FrameworkServlet.java:883)
	at javax.servlet.http.HttpServlet.service(HttpServlet.java:741)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:231)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:166)
	at org.apache.tomcat.websocket.server.WsFilter.doFilter(WsFilter.java:53)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:193)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:166)
	at com.alibaba.druid.support.http.WebStatFilter.doFilter(WebStatFilter.java:124)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:193)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:166)
	at org.springframework.web.filter.RequestContextFilter.doFilterInternal(RequestContextFilter.java:100)
	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:119)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:193)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:166)
	at org.springframework.web.filter.FormContentFilter.doFilterInternal(FormContentFilter.java:93)
	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:119)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:193)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:166)
	at org.springframework.web.filter.CharacterEncodingFilter.doFilterInternal(CharacterEncodingFilter.java:201)
	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:119)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:193)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:166)
	at org.apache.catalina.core.StandardWrapperValve.invoke(StandardWrapperValve.java:202)
	at org.apache.catalina.core.StandardContextValve.invoke(StandardContextValve.java:96)
	at org.apache.catalina.authenticator.AuthenticatorBase.invoke(AuthenticatorBase.java:541)
